FeedRate,Height,Diameter,Throat,ER,SBR,BD,CGE,SyngasYield,Temp_Pyro,Temp_Oxid,Temp_Reduc,H2,CO,CO2,CH4,N2
187.8955193048339,2.87678576602479,1.1515921243548266,0.49899386314777744,0.18120372808848728,0.23399178050430397,229.04180608409973,63.64488088719422,2.7720329077813624,406.3686557914502,905.1366270269069,654.6798356100861,26.433899164600604,20.9503701752921,15.362407456176975,3.116995890252152,34.136327313678166
433.22189674169266,2.002787529358022,1.120494351134859,0.06543837072185184,0.34398197043239886,1.2486639612006325,306.16955533913807,60.61941544896537,3.149146404254397,479.96656902250777,877.5719991865667,674.9732792240127,35.76672975984433,19.64814423654081,15.687963940864798,3.6243319806003162,25.27283008214974
91.73065863634321,0.9585112746335845,0.5955149158473991,0.44356732372417834,0.23638900372842314,0.43684371029706287,505.92644736118973,61.43193183321608,2.829310652165793,377.519197590903,901.4373718863914,658.7368742059413,28.186492084328513,20.508887970172616,15.472778007456846,3.2184218551485313,32.6134200828935
70.60743646536888,1.2303616213380453,0.6762703962817993,0.39205248816277694,0.3070351922786027,0.2995106732375396,457.1172192068058,61.696369892340684,2.7041271827958875,371.1822309396107,912.5823884527866,655.9902134647508,26.459930770982385,19.943718461771176,15.614070384557206,3.1497553366187696,34.83252504607046
296.6148698621592,0.6161260317999944,0.98980830747187,0.17789309276546866,0.1630103185970559,1.42332830588,682.8160165372797,61.83527671644198,3.3812558980623555,438.9844609586478,856.1076932525644,678.4665661176,38.41823146581472,21.095917451223553,15.326020637194112,3.71166415294,21.448166292827622
404.3902767101141,1.2615344229334267,0.32697374820829905,0.5631747698841177,0.23803049874792026,0.18305735226716824,447.5884550556351,59.41614116130281,2.701104277135248,471.3170830130342,911.720145809147,653.6611470453433,25.64042102893208,20.49575601001664,15.476060997495841,3.091528676133584,35.296233287421856
18.15987203649398,2.7733010051969553,0.536413976080022,0.5468917132654865,0.21234221521788219,0.7801020317667162,473.35513967163985,59.9097752633832,3.0201772437090524,355.4479616109482,885.7832959467619,665.6020406353343,31.73930924157775,20.70126227825694,15.424684430435764,3.3900510158833583,28.74469303384619
93.242373307238,2.9239615694113965,1.207672670369449,0.7546242061731419,0.32896547008552973,0.8968499682166278,660.9371175115584,59.675032543486424,2.9852526080398905,377.9727119921714,890.4432388781772,667.9369993643326,32.323672331738635,19.76827623931576,15.65793094017106,3.448424984108314,28.801695504666228
45.15775852390783,0.989957156047863,0.2587954755836995,0.2939977480724483,0.2277354579378964,0.40702354766084387,614.3687545759647,60.442717430339115,2.821323407480105,363.54732755717237,901.9378947285979,658.1404709532169,27.931558186918956,20.57811633649683,15.455470915875793,3.2035117738304217,32.831342786878
179.01991002010104,1.2023362742184518,0.9055049081057231,0.15569316873107197,0.31043939615080796,0.11182596551965623,693.4434683002587,63.65078319683211,2.6075614658391815,403.7059730060303,920.3621130712784,652.2365193103931,24.566062674442524,19.916484830793536,15.620878792301616,3.055912982759828,36.8406607197025
